id,name,team,position,price,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,form,points_per_game,selected_by_percent,transfers_in,transfers_out
180,Woolfenden,Coventry City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
181,Brau,Coventry City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
182,Amenda,Coventry City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
183,Rudoni,Coventry City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0
184,Grimes,Coventry City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
185,Sakamoto,Coventry City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
186,Mason-Clark,Coventry City,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
187,Eccles,Coventry City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
188,Torp,Coventry City,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
189,Shepherd,Coventry City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
190,Tchaouna,Coventry City,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
191,Borges Rodrigues,Coventry City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
192,Andrews,Coventry City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0
193,Wright,Coventry City,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0,0
194,Thomas-Asante,Coventry City,FWD,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0
195,Simms,Coventry City,FWD,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0
196,Markelo,Coventry City,FWD,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
197,Bassette,Coventry City,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0
198,Henderson,Crystal Palace,GKP,5.0,131,3330,0,0,11,51,5,0,106,7,538,837.8,10.0,0.0,84.7,0.0,3.5,3.0,0,0
199,Benitez,Crystal Palace,GKP,4.5,7,90,0,0,1,0,0,0,3,0,29,22.8,0.0,0.0,2.3,0.0,7.0,0.1,0,0
201,Muñoz,Crystal Palace,DEF,5.5,136,2400,4,4,10,33,7,0,0,9,469,595.0,396.6,404.0,139.5,0.0,4.7,12.0,0,0
202,Richards,Crystal Palace,DEF,5.0,128,2825,1,0,11,42,4,0,0,5,453,727.2,159.6,185.0,107.6,0.0,3.9,0.8,0,0
203,Canvot,Crystal Palace,DEF,5.0,72,1331,0,0,5,23,3,0,0,9,216,362.4,63.8,56.0,48.1,0.0,3.6,0.5,0,0
204,Mitchell,Crystal Palace,DEF,4.5,135,3253,1,3,12,47,6,0,0,8,498,649.0,467.3,241.0,136.0,0.0,3.6,7.2,0,0
205,Sosa,Crystal Palace,DEF,4.5,6,99,0,0,0,2,1,0,0,0,9,12.6,24.1,8.0,4.5,0.0,0.9,0.0,0,0
206,Chadi Riad,Crystal Palace,DEF,4.5,20,550,0,1,1,8,2,0,0,0,84,117.8,23.9,41.0,18.3,0.0,2.2,0.1,0,0
207,Mingueza,Crystal Palace,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
208,Sarr,Crystal Palace,MID,6.5,117,2173,9,2,9,29,2,0,0,9,359,479.8,269.4,601.0,135.1,0.0,4.2,10.9,0,0
209,Johnson,Crystal Palace,MID,6.0,65,1710,2,1,6,24,6,0,0,2,217,223.4,311.1,230.0,75.8,0.0,1.9,0.2,0,0
210,Wharton,Crystal Palace,MID,5.5,112,2552,1,6,8,43,4,1,0,8,511,494.4,720.0,180.0,139.6,0.0,3.3,0.2,0,0
211,Yeremy,Crystal Palace,MID,5.5,77,2074,2,2,7,28,4,0,0,3,331,325.8,718.4,371.0,141.4,0.0,2.3,0.2,0,0
212,Hughes,Crystal Palace,MID,4.5,45,1560,0,1,5,18,7,0,0,0,217,198.0,322.9,90.0,60.9,0.0,1.5,10.7,0,0
213,Lerma,Crystal Palace,MID,5.0,69,1722,0,5,7,25,7,0,0,3,296,287.6,207.2,233.0,72.5,0.0,2.2,0.1,0,0
214,Kamada,Crystal Palace,MID,5.0,67,1899,0,2,6,28,3,0,0,0,331,239.2,350.1,155.0,74.5,0.0,2.4,0.3,0,0
215,Devenny,Crystal Palace,MID,5.0,36,785,1,0,1,15,0,0,0,0,108,115.0,101.8,168.0,38.4,0.0,1.7,0.0,0,0
216,Esse,Crystal Palace,MID,5.0,4,40,0,0,0,0,0,0,0,0,12,6.8,2.7,6.0,1.5,0.0,1.0,0.1,0,0
217,M.França,Crystal Palace,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
218,Doucouré,Crystal Palace,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
219,J.Rak-Sakyi,Crystal Palace,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
220,Cardines,Crystal Palace,DEF,4.5,2,90,0,0,0,2,0,0,0,0,21,15.2,30.0,4.0,4.9,0.0,2.0,0.0,0,0
221,Drakes-Thomas,Crystal Palace,MID,4.5,2,7,0,0,0,1,0,0,0,0,6,1.4,1.0,0.0,0.3,0.0,1.0,0.1,0,0
222,Strand Larsen,Crystal Palace,FWD,6.0,75,2301,4,1,5,41,4,0,0,3,215,265.2,203.1,469.0,91.5,0.0,2.1,0.6,0,0
223,Mateta,Crystal Palace,FWD,6.5,114,2210,12,0,8,29,2,0,0,13,397,567.2,160.6,786.0,150.8,0.0,3.6,7.2,0,0
224,Nketiah,Crystal Palace,FWD,5.5,23,414,2,0,0,12,2,0,0,3,100,120.0,84.6,173.0,37.8,0.0,1.9,0.4,0,0
225,Uche,Crystal Palace,FWD,5.0,17,159,0,1,0,4,0,0,0,0,42,13.2,7.1,73.0,8.8,0.0,1.2,0.0,0,0
555,Matthews,Crystal Palace,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0,0
226,Pickford,Everton,GKP,5.5,135,3420,0,0,11,50,4,0,100,11,545,885.2,20.3,2.0,90.8,0.0,3.6,9.0,0,0
227,Travers,Everton,GKP,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
228,King,Everton,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
229,Tarkowski,Everton,DEF,6.0,170,3330,2,3,11,48,8,0,0,12,592,995.6,235.6,422.0,165.7,0.0,4.6,9.8,0,0
230,Branthwaite,Everton,DEF,5.5,32,678,1,1,1,9,1,0,0,0,108,175.0,42.8,75.0,29.3,0.0,3.2,2.0,0,0
231,Keane,Everton,DEF,5.0,131,2588,3,1,7,42,1,1,0,8,404,770.4,47.4,299.0,111.7,0.0,4.0,1.5,0,0
232,O'Brien,Everton,DEF,5.0,116,3118,1,3,10,46,6,1,0,2,368,582.8,282.9,206.0,107.5,0.0,3.1,0.5,0,0
233,Mykolenko,Everton,DEF,4.5,95,2959,0,1,9,47,6,0,0,2,350,559.2,394.1,71.0,102.3,0.0,2.9,1.4,0,0
234,Patterson,Everton,DEF,4.5,22,238,0,0,2,2,0,0,0,0,67,65.6,6.4,17.0,8.8,0.0,3.1,0.1,0,0
235,Aznou,Everton,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
236,Dewsbury-Hall,Everton,MID,6.5,151,2629,8,7,8,39,6,0,0,18,598,619.4,601.1,438.0,166.0,0.0,4.9,4.1,0,0
237,Ndiaye,Everton,MID,6.0,128,2781,6,3,8,44,2,0,0,7,540,605.8,479.2,578.0,166.5,0.0,4.0,18.5,0,0
239,Garner,Everton,MID,6.0,159,3413,2,7,11,50,12,0,0,13,818,887.0,958.0,237.0,208.4,0.0,4.2,1.1,0,0
240,Iroegbunam,Everton,MID,5.0,68,1477,0,3,8,18,9,0,0,1,225,255.0,125.2,81.0,45.9,0.0,2.3,0.1,0,0
241,McNeil,Everton,MID,5.5,53,1161,0,3,6,9,1,0,0,1,186,140.6,242.4,138.0,52.2,0.0,2.4,0.1,0,0
242,George,Everton,MID,5.5,16,351,0,0,1,9,2,0,0,0,55,44.2,66.2,132.0,23.9,0.0,1.1,0.1,0,0
243,Alcaraz,Everton,MID,5.0,29,679,0,1,3,10,4,0,0,0,121,93.8,161.9,162.0,41.8,0.0,1.4,0.1,0,0
244,Armstrong,Everton,MID,5.0,21,524,0,0,1,11,0,0,0,0,84,60.0,69.7,78.0,21.0,0.0,1.6,0.1,0,0
245,Dibling,Everton,MID,5.5,18,349,0,0,2,2,2,0,0,0,49,46.0,61.0,32.0,13.6,0.0,1.3,0.1,0,0
246,Röhl,Everton,MID,5.0,36,675,1,1,2,13,0,0,0,2,98,113.0,87.4,62.0,26.3,0.0,2.2,0.1,0,0
247,Hackney,Everton,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
248,Beto,Everton,FWD,5.5,104,1551,9,1,5,19,3,0,0,15,343,445.8,159.8,655.0,124.5,0.0,2.8,3.3,0,0
249,Barry,Everton,FWD,5.5,95,1898,8,0,7,34,3,0,0,9,295,341.0,207.7,501.0,102.5,0.0,2.5,0.9,0,0
250,Leno,Fulham,GKP,4.5,122,3420,0,0,9,51,3,0,98,8,556,816.2,0.0,0.0,81.5,0.0,3.2,3.2,0,0
251,Lecomte,Fulham,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0
252,McNally,Fulham,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
253,Andersen,Fulham,DEF,5.0,123,2882,0,1,8,45,7,1,0,8,424,790.6,131.0,148.0,107.0,0.0,3.7,0.1,0,0
254,Robinson,Fulham,DEF,4.5,65,1487,1,0,4,19,5,0,0,7,280,375.0,334.6,82.0,79.3,0.0,3.0,3.2,0,0
255,J.Cuenca,Fulham,DEF,4.5,39,935,0,0,2,11,6,0,0,1,155,249.6,47.2,14.0,31.2,0.0,2.6,0.0,0,0
256,Tete,Fulham,DEF,4.5,81,1791,1,0,6,25,2,0,0,5,318,416.0,214.1,108.0,73.9,0.0,3.7,0.2,0,0
257,Bassey,Fulham,DEF,4.5,103,2532,1,1,7,40,5,0,0,9,392,574.0,152.2,115.0,84.5,0.0,3.4,0.5,0,0
258,Castagne,Fulham,DEF,4.5,61,1838,0,2,3,31,4,0,0,3,294,373.0,292.2,195.0,86.2,0.0,2.0,0.2,0,0
261,Iwobi,Fulham,MID,5.5,103,2420,4,3,5,40,3,0,0,13,508,511.2,739.4,343.0,159.4,0.0,3.6,0.9,0,0
262,Smith Rowe,Fulham,MID,5.5,80,1909,3,1,6,27,1,0,0,1,351,291.6,330.0,404.0,102.6,0.0,2.2,0.4,0,0
263,Kevin,Fulham,MID,5.5,49,1030,1,3,4,15,1,0,0,0,183,216.0,246.6,243.0,70.4,0.0,1.9,0.1,0,0
264,Bobb,Fulham,MID,5.5,42,1030,0,2,4,13,1,0,0,0,182,140.4,315.4,205.0,66.4,0.0,1.8,0.5,0,0
265,Berge,Fulham,MID,5.0,91,2904,0,3,8,45,5,0,0,3,503,437.8,365.1,105.0,91.0,0.0,2.6,0.4,0,0
266,Cairney,Fulham,MID,5.0,41,756,2,0,2,10,3,0,0,1,181,153.4,195.6,64.0,41.4,0.0,1.7,0.0,0,0
267,Lukić,Fulham,MID,5.0,67,1730,1,4,6,22,9,0,0,4,314,317.6,441.6,176.0,93.4,0.0,2.6,0.1,0,0
268,King,Fulham,MID,5.5,63,1290,1,3,5,18,4,0,0,3,225,207.4,198.7,336.0,73.3,0.0,2.0,0.1,0,0
269,Sessegnon,Fulham,DEF,4.5,95,1816,3,3,6,29,0,0,0,8,332,413.8,225.0,229.0,86.7,0.0,3.5,0.4,0,0
270,Reed,Fulham,MID,4.5,15,89,1,0,0,4,0,0,0,2,48,42.0,44.4,11.0,9.7,0.0,2.1,1.1,0,0
271,Muniz,Fulham,FWD,5.5,36,987,1,1,3,13,2,0,0,3,94,113.2,93.2,287.0,47.3,0.0,1.7,0.7,0,0
272,Kusi-Asare,Fulham,FWD,4.5,6,49,0,0,0,2,1,0,0,0,19,3.2,12.0,8.0,2.3,0.0,0.9,8.6,0,0
273,Phillips,Hull City,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0,0
274,Butland,Hull City,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
275,Cartwright,Hull City,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
276,Lo-Tutala,Hull City,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
277,Egan,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0
278,Hughes,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0,0
279,Ajayi,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
280,Coyle,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
281,Drameh,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
282,Giles,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
283,Jacob,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
284,McCarthy,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
285,McNair,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
286,Belloumi,Hull City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
287,Millar,Hull City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
288,Dowell,Hull City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
289,Crooks,Hull City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0
290,Slater,Hull City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0,0
291,Matazo,Hull City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
292,Ömür,Hull City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
293,Kamara,Hull City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
294,Zambrano,Hull City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
295,McBurnie,Hull City,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0
296,Akintola,Hull City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
297,Gyabi,Hull City,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
298,Destan,Hull City,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0,0
299,Burstow,Hull City,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0,0
556,Targett,Hull City,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0,0
563,Morita,Hull City,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
259,Diop,Ipswich Town,DEF,4.0,31,812,1,0,1,13,2,0,0,3,103,190.8,8.0,31.0,23.0,0.0,2.4,20.3,0,0
300,Walton,Ipswich Town,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
301,Palmer,Ipswich Town,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0,0
302,Button,Ipswich Town,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0,0
303,Kipré,Ipswich Town,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
304,O'Shea,Ipswich Town,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0
305,Davis,Ipswich Town,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0,0
306,Greaves,Ipswich Town,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
307,Johnson,Ipswich Town,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
308,Furlong,Ipswich Town,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
309,Núñez,Ipswich Town,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
310,Matusiwa,Ipswich Town,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
311,Burns,Ipswich Town,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
312,Taylor,Ipswich Town,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0
313,Clarke,Ipswich Town,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
314,Ogbene,Ipswich Town,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
315,Fatawu,Ipswich Town,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
316,Emersonn,Ipswich Town,FWD,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0
317,Hirst,Ipswich Town,FWD,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
318,Philogene,Ipswich Town,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
319,Szmodics,Ipswich Town,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
320,Akpom,Ipswich Town,FWD,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
321,Walle Egeli,Ipswich Town,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,0
322,Al-Hamadi,Ipswich Town,FWD,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0
323,McAteer,Ipswich Town,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0,0
324,Mehmeti,Ipswich Town,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
554,Van Oevelen,Ipswich Town,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
562,Maeda,Ipswich Town,MID,5.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0
564,Scherpen,Ipswich Town,GKP,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
260,Wilson,Leeds,MID,6.5,168,2674,10,9,9,38,7,0,0,21,637,707.2,661.1,601.0,196.9,0.0,4.7,8.9,0,0
326,Perri,Leeds,GKP,4.5,43,1440,0,0,3,29,2,0,38,3,153,322.4,0.0,0.0,32.2,0.0,2.7,0.7,0,0
327,Bijol,Leeds,DEF,5.0,99,1888,1,3,5,26,4,0,0,6,323,531.8,84.5,243.0,86.0,0.0,4.0,0.3,0,0
329,Rodon,Leeds,DEF,4.5,109,2952,2,0,6,53,3,0,0,5,373,707.2,137.3,242.0,109.1,0.0,3.1,2.0,0,0
330,Bogle,Leeds,DEF,4.5,96,2795,1,5,6,44,6,0,0,1,311,436.0,346.1,218.0,100.3,0.0,2.8,0.4,0,0
331,Gudmundsson,Leeds,DEF,4.5,68,2637,0,0,5,45,4,1,0,8,286,442.6,363.7,158.0,96.4,0.0,2.1,0.5,0,0
332,Justin,Leeds,DEF,4.5,94,1893,2,1,6,26,4,0,0,9,338,469.8,190.9,220.0,88.3,0.0,3.2,0.5,0,0
333,Bornauw,Leeds,DEF,4.5,25,429,0,0,2,5,1,0,0,0,73,98.6,6.3,19.0,12.2,0.0,2.1,0.0,0,0
334,Muharemović,Leeds,DEF,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0
335,Stach,Leeds,MID,6.0,137,2369,5,6,7,36,3,0,0,14,550,650.0,921.4,315.0,188.8,0.0,4.7,1.4,0,0
336,Okafor,Leeds,MID,6.0,109,1553,8,3,6,26,3,0,0,11,354,438.8,275.0,435.0,115.0,0.0,3.9,0.8,0,0
337,Aaronson,Leeds,MID,5.5,126,2449,4,8,9,32,3,0,0,5,446,482.8,486.7,498.0,146.7,0.0,3.4,0.6,0,0
338,Ampadu,Leeds,MID,5.5,134,3119,1,4,8,49,10,0,0,11,586,592.2,384.8,166.0,114.7,0.0,3.8,1.4,0,0
339,Longstaff,Leeds,MID,5.0,56,1003,2,2,1,20,2,0,0,5,273,291.8,403.7,116.0,81.2,0.0,2.4,0.2,0,0
340,Gelhardt,Leeds,MID,5.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
341,Gnonto,Leeds,MID,5.0,32,521,0,3,1,14,3,0,0,0,134,85.2,129.3,61.0,27.5,0.0,1.4,0.1,0,0
342,Harrison,Leeds,MID,5.0,12,262,0,0,0,5,0,0,0,0,51,30.0,49.4,35.0,11.5,0.0,1.1,0.0,0,0
343,James,Leeds,MID,5.0,23,547,0,0,1,16,0,0,0,0,93,70.8,133.1,133.0,33.9,0.0,1.2,0.1,0,0
344,Gruev,Leeds,MID,5.0,56,1318,0,4,5,23,3,0,0,3,245,199.4,171.0,64.0,43.2,0.0,2.4,0.0,0,0
345,Tanaka,Leeds,MID,5.0,67,1307,2,1,3,22,1,0,0,4,288,224.2,307.6,104.0,63.6,0.0,2.4,0.3,0,0
346,Calvert-Lewin,Leeds,FWD,6.0,142,2721,14,2,8,34,3,0,0,20,472,619.6,311.1,1026.0,194.7,0.0,4.1,17.9,0,0
347,Nmecha,Leeds,FWD,5.5,73,1065,6,1,3,23,0,0,0,8,268,290.4,153.5,434.0,87.8,0.0,2.4,0.6,0,0
348,Piroe,Leeds,FWD,5.0,17,244,0,0,1,9,0,0,0,0,42,13.6,38.1,120.0,16.5,0.0,1.1,0.5,0,0
349,Mateo Joseph,Leeds,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,0
350,A.Becker,Liverpool,GKP,5.5,91,2340,0,0,8,31,1,0,57,8,389,479.8,0.1,0.0,47.8,0.0,3.5,4.1,0,0
351,Mamardashvili,Liverpool,GKP,5.0,34,867,0,0,2,18,0,0,34,2,139,275.6,0.0,0.0,27.5,0.0,3.4,0.2,0,0
352,Woodman,Liverpool,GKP,4.0,6,212,0,0,0,4,0,0,9,0,34,83.8,0.0,0.0,8.4,0.0,2.0,1.3,0,0
353,Pecsi,Liverpool,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
354,Jaros,Liverpool,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
355,Davies,Liverpool,GKP,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
356,Virgil,Liverpool,DEF,6.5,175,3420,6,1,10,53,4,0,0,10,593,1169.4,215.9,490.0,187.6,0.0,4.6,16.1,0,0
357,Frimpong,Liverpool,DEF,5.5,63,1032,0,5,5,13,1,0,0,1,237,133.2,244.6,186.0,56.5,0.0,3.0,3.0,0,0
358,Kerkez,Liverpool,DEF,5.5,85,2251,2,1,6,37,4,0,0,4,357,434.6,415.8,141.0,99.4,0.0,2.5,6.1,0,0
359,Gomez,Liverpool,DEF,5.0,33,594,0,2,2,14,4,0,0,2,94,122.8,77.8,31.0,23.2,0.0,1.6,0.1,0,0
360,Bradley,Liverpool,DEF,5.0,42,928,0,2,4,13,5,0,0,2,157,157.4,105.2,62.0,32.3,0.0,2.8,0.0,0,0
361,Lucky,Liverpool,DEF,4.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0
